ID,1910,1911,1912,1913,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Synthetic Filaments_Annual Production_YU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,19.7,21.1,19.8,21.0,21.1,22.0,22.2,28.6,29.3,36.5,38.5,40.8,54.7,77.0,84.1,88.2,82.4,85.6,96.6,101.0,137.0,140.0,139.0,151.0,147.0,197.0,195.0,198.0,198.0,198.0,196.0,183.0,,,,thousand metric tons,Synthetic Filaments,Yugoslavia,YU,National,Mitchell,Annual Production
