ID,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_UA,13093,1434,9086,9087,7102,6025,6125,6842,8407,10765,13059,14999,17012,19373,23805,26750,31579,in thousands of hectolitres,Beer,Ukraine,UA,National,Mitchell,Annual Production
