ID,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_VN,50,66,57,67,64,,41,20,16,18,,,,··· ,,,,15,26,59,84,90,98,95,92,101,99,107,104,111,127,202,225,109,,46,41,75,80,94,175,246,370,380,410,470,440,440,460,376,376,418,440,460,498,490,389,559,657,878,1155,850,890,1685.47,1564.93,1494.87,1671.95,1739.67,1614.55,1560.83,1594.68,in thousand metric tons,Sugar Output,Vietnam,VN,National,Mitchell,Annual Production
