ID,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_PY,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,126.0,126.0,,129.0,130.0,103.5,75.0,76.0,78.0,79.0,80.0,82.0,84.0,86.0,87.0,86.0,87.0,88.0,89.0,92.0,95.0,110.0,121.0,128.0,136.0,149.0,162.0,163.0,168.0,124.0,160.0,175.0,182.0,188.0,194.0,200.0,206.0,226.0,240.0,255.0,288.0,291.0,358.0,404.0,444.0,445.0,445.0,330.0,331.0,375.0,380.0,362.0,372.0,392.0,375.0,442.0,380.0,396.3,in thousands of metric tons,Milk,Paraguay,PY,National,Mitchell,Annual Production
