ID,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Crude Petroleum_Annual Production_BH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,39.0,173.0,635.0,1061.0,1133.0,1038.0,967.0,929.0,853.0,899.0,918.0,999.0,1095.0,1287.0,1492.0,1502.0,1506.0,1503.0,1505.0,1501.0,1503.0,1502.0,1506.0,1599.0,2034.0,2252.0,2256.0,2248.0,2249.0,2256.0,2461.0,2842.0,3079.0,3489.0,3795.0,3820.0,3825.0,3739.0,3488.0,3411.0,3363.0,3050.0,2902.0,2895.0,2754.0,2556.0,2414.0,2335.0,2225.0,2113.0,2022.0,2024.0,2145.0,2129.0,2143.0,1947.0,2101.0,2133.0,2002.0,2029.0,2011.0,1955.0,1678.0,1742.0,1793.0,9519.0,9733.0,9513.0,9620.0,9408.0,9393.0,9303.0,9140.0,9189.0,9135.0,thousand metric tons,Crude Petroleum,Bahrain,BH,National,Mitchell,Annual Production
