ID,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Tin_Annual Production_BO,,,,,,,,,0.1,,0.4,,0.3,2.0,0.2,0.1,0.5,0.3,0.7,0.9,1.0,2.0,2.1,2.5,3.7,3.5,1.1,1.1,0.1,0.1,0.3,6.8,6.5,7.0,6.1,7.6,9.8,13.0,16.0,16.0,18.0,20.0,17.0,14.0,16.0,14.0,10.0,8.1,11.0,9.5,12.0,15.0,14.0,17.0,15.0,13.0,12.0,13.0,11.0,11.0,9.0,11.0,11.0,11.0,,,,,,thousand metric tons,Tin,Bolivia,BO,National,Mitchell,Annual Production
