ID,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_MZ,,1.6,4.9,3.4,7.7,6.3,4.0,3.2,,18.0,16.0,28.0,29.0,34.0,37.0,38.0,,44.0,21.0,35.0,39.0,51.0,34.0,51.0,57.0,45.0,58.0,65.0,74.0,96.0,79.0,155.0,,,69.0,85.0,115.0,115.0,23.0,,71.0,59.0,67.0,87.0,83.0,72.0,72.0,81.0,74.0,94.0,94.0,83.0,94.0,94.0,90.0,124.0,139.0,164.0,153.0,174.0,157.0,165.0,184.0,181.0,152.0,165.0,179.0,200.0,214.0,224.0,284.0,324.0,336.0,298.0,264.0,228.0,220.0,220.0,110.0,220.0,170.0,178.0,126.0,75.0,39.0,60.0,27.0,55.0,19.0,25.0,32.0,25.0,30.0,20.0,27.0,22.0,31.0,42.0,39.0,46.0,45.0,60.0,170.0,194.08,187.326,224.699,206.032,206.067,245.117,220.7,280.0,in thousand metric tons,Sugar Output,Mozambique,MZ,National,Mitchell,Annual Production
