ID,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Crude Petroleum_Annual Production_CU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,11.0,17.0,13.0,9.0,2.0,2.0,1.0,1.0,3.0,48.0,71.0,52.0,45.0,25.0,14.0,10.0,12.0,31.0,37.0,57.0,69.0,116.0,198.0,206.0,159.0,120.0,112.0,138.0,168.0,226.0,234.0,256.0,288.0,288.0,274.0,259.0,541.0,742.0,770.0,868.0,938.0,895.0,717.0,718.0,726.0,748.0,936.0,975.0,1258.0,1471.0,1476.0,1462.0,1678.0,2136.0,2695.0,2886.0,3628.0,3680.0,3253.0,2935.0,2900.0,2905.0,3003.0,in thousands of metric tons,Crude Petroleum,Cuba,CU,National,Mitchell,Annual Production
