ID,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Synthetic Filaments_Annual Production_JP,0,0,1,1,2,5,7,12,17,22,32,45,71,108,148,232,245,245,228,211,123,78,48,12,13,16,32,57,118,170,187,242,297,348,445,487,372,466,552,598,611,701,832,879,970,1101,1194,1321,1541,1663,1629,1847,1647,1452,1637,1734,1843,1850,1831,1798,1759,1786,1833,1834,1676,1641,1643,1654,1701,1696,1703,1609,1539,1597,1663,1726,1761,thousand metric tons,Synthetic Filaments,Japan,JP,National,Mitchell,Annual Production
