ID,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Artificial and Synthetic Fibers_Annual Production_BR,,,,,,,,,,,,,,,,,0.1,0.3,0.3,0.2,0.3,0.5,0.7,0.9,1.2,1.6,2.2,3.3,5.5,7.2,7.8,8.5,8.7,7.7,9.8,10.0,11.0,13.0,12.0,16.0,20.0,25.0,26.0,27.0,30.0,32.2,34.4,36.3,35.9,38.9,45.5,47.7,50.7,50.0,54.0,57.0,65.0,64.0,80.0,78.0,92.0,105.0,128.0,162.0,170.0,175.0,211.0,210.0,226.0,264.0,282.0,248.0,242.0,225.0,263.0,264.0,287.0,297.0,291.0,301.0,263.0,272.0,284.0,291.0,290.0,295.0,292.0,273.0,245.0,thousand metric tons,Artificial and Synthetic Fibers,Brazil,BR,National,Mitchell,Annual Production
