ID,1917,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_EG,,,,,,,49.0,64.0,71.0,74.0,70.0,57.0,48.0,43.0,45.0,50.0,52.0,54.0,52.0,56.0,78.0,139.0,246.0,314.0,336.0,391.0,380.0,291.0,176.0,151.0,115.0,131.0,131.0,123.0,84.0,85.0,124.0,100.0,99.0,107.0,111.0,141.0,162.0,192.0,195.0,183.0,241.0,282.0,190.0,214.0,208.0,243.0,283.0,303.0,320.0,293.0,286.0,302.0,388.0,423.0,360.0,420.0,459.0,506.0,314.0,360.0,423.0,460.0,470.0,510.0,490.0,500.0,440.0,420.0,350.0,360.0,360.0,380.0,380.0,,352.0,261.0,122.0,,,,,,,in thousand hectolitres,Beer,Egypt,EG,National,Mitchell,Annual Production
