ID,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Zinc_Annual Production_AR,,,0.4,0.7,1.0,1.0,1.8,2.6,1.6,2.7,3.7,8.6,12.0,13.0,11.0,14.0,14.0,14.0,15.0,13.0,17.0,15.0,18.0,18.0,21.0,23.0,22.0,22.0,22.0,25.0,29.0,30.0,40.0,37.0,35.0,37.0,31.0,29.0,24.0,35.0,28.0,29.0,31.0,32.0,30.0,33.0,31.0,34.0,35.0,34.0,33.0,36.0,37.0,34.0,38.0,39.0,39.0,42.0,43.0,43.0,40.0,43.0,42.0,42.0,,,,,,thousand metric tons,Zinc,Argentina,AR,National,Mitchell,Annual Production
