ID,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Gold_Annual Production_ZW,,,,,,,,,,,,,,,0.6,1.7,2.4,4.5,5.0,6.1,7.2,11.0,15.2,16.8,19.6,19.9,20.4,20.8,21.4,21.5,26.6,28.4,28.9,25.9,16.6,18.5,17.1,18.2,20.3,20.1,19.5,18.1,18.5,18.1,17.9,17.4,17.0,16.6,17.9,20.0,21.5,22.6,24.8,25.0,25.3,24.7,25.7,24.6,23.6,20.4,18.4,17.7,16.9,16.3,16.0,16.4,15.9,15.1,15.5,15.6,16.7,16.3,16.7,16.7,17.3,17.6,17.5,17.7,17.3,17.6,17.9,16.9,17.1,16.2,15.6,14.9,13.6,12.4,10.9,10.5,10.4,11.0,12.0,12.5,12.4,12.0,11.4,11.7,13.4,14.1,14.9,14.7,14.9,14.7,14.8,16.0,16.9,17.8,18.3,18.9,20.5,23.9,25.3,24.9,25.1,27.7,22.1,18.1,15.5,12.6,19.0,11.2,,,,metric tons,Gold,Zimbabwe,ZW,National,Mitchell,Annual Production
