ID,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Gold_Annual Production_PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.2,0.3,0.8,1.2,1.6,1.8,2.0,1.8,1.7,1.8,1.6,1.9,2.2,2.5,2.5,2.9,2.9,2.5,3.3,5.0,5.6,5.7,7.1,8.7,10.6,14.1,18.6,22.8,28.7,32.9,34.9,33.0,,,,,0.3,2.0,6.5,9.0,10.4,12.2,14.6,14.9,12.9,13.0,12.6,11.8,13.2,12.5,12.8,13.2,13.2,11.7,13.2,13.6,14.1,15.3,16.4,17.8,18.7,19.9,18.9,17.8,16.7,15.6,15.6,17.4,18.2,16.6,20.0,23.4,26.0,25.4,24.5,33.1,35.4,32.6,30.5,30.0,24.6,25.9,22.7,15.8,27.3,27.0,30.1,32.6,34.0,31.1,36.5,33.8,35.8,37.8,35.465,37.488,36.141,38.792,35.568,metric tons,Gold,Phillipines,PH,National,Mitchell,Annual Production
