ID,1899,1904,1909,1914,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sulphuric Acid_Annual Production_CA,,,,,41.0,62.0,40.0,52.0,74.0,61.0,70.0,91.0,83.0,81.0,94.0,91.0,101.0,116.0,125.0,174.0,190.0,204.0,239.0,227.0,216.0,273.0,304.0,421.0,474.0,580.0,603.0,538.0,607.0,616.0,642.0,686.0,745.0,741.0,746.0,838.0,862.0,954.0,1170.0,1439.0,1578.0,1518.0,1464.0,1559.0,1625.0,1761.0,1964.0,2268.0,2495.0,2587.0,2175.0,2475.0,2661.0,2749.0,2980.0,2821.0,2723.0,2842.0,3140.0,3261.0,3666.0,4295.0,4117.0,3085.0,3679.0,4043.0,3890.0,3536.0,3437.0,3805.0,3719.0,3830.0,3676.0,3776.0,3713.0,4059.0,3844.0,4278.0,4100.0,4333.0,4194.0,3804.0,3846.0,3887.0,,thousands metric tons,Sulphuric Acid,Canada,CA,National,Mitchell,Annual Production
