ID,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_GE,500.0,426.0,429.0,475.0,521.0,600.0,608.0,647.0,605.0,690.0,721.0,743.0,755.0,756.0,593.2,610.8,632.8,539.4,520.0,in thousands of tons,Milk,Georgia,GE,National,Mitchell,Annual Production
