ID,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_MU,0.5,0.2,0.5,1.3,4.1,3.3,4.0,2.8,7.8,10.0,12.0,14.0,12.0,11.0,21.0,20.0,24.0,29.0,34.0,35.0,37.0,34.0,36.0,32.0,32.0,34.0,36.0,34.0,41.0,39.0,37.0,28.0,37.0,44.0,61.0,57.0,55.0,63.0,55.0,67.0,71.0,99.0,107.0,111.0,108.0,106.0,115.0,110.0,130.0,107.0,150.0,117.0,125.0,117.0,106.0,113.0,78.0,127.0,89.0,120.0,122.0,113.0,82.0,102.0,119.0,136.0,142.0,94.0,127.0,125.0,124.0,127.0,135.0,122.0,106.0,122.0,130.0,133.0,126.0,115.0,72.0,140.0,120.0,143.0,153.0,124.0,183.0,161.0,190.0,155.0,142.0,218.0,140.0,205.0,184.0,185.0,252.0,223.0,170.0,213.0,250.0,277.0,215.0,209.0,226.0,253.0,235.0,260.0,197.0,231.0,202.0,225.0,241.0,193.0,218.0,253.0,238.0,221.0,164.0,247.0,262.0,179.0,281.0,300.0,314.0,321.0,230.0,316.0,324.0,331.0,311.0,200.0,190.0,291.0,349.0,392.0,416.0,457.0,484.0,468.0,512.0,499.0,533.0,573.0,562.0,526.0,580.0,236.0,553.0,533.0,686.0,519.0,664.0,562.0,638.0,597.0,669.0,576.0,621.0,686.0,718.0,697.0,496.0,731.0,705.0,705.0,730.0,504.0,609.0,729.0,640.0,610.0,684.0,707.0,694.0,634.0,568.0,624.0,629.0,643.0,565.0,530.0,572.0,624.0,658.0,667.0,396.0,604.0,685.0,553.0,519.938,528.037,498.406,474.897,423.585,453.3,466.942,436.583,in thousand metric tons,Sugar Output,Mauritius,MU,National,Mitchell,Annual Production
