ID,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_JP,,,,,,,,,,,,,,,,,,,56.0,64.0,66.0,51.0,55.0,51.0,47.0,,51.0,50.0,54.0,59.0,66.0,69.0,62.0,66.0,82.0,76.0,92.0,136.0,95.0,91.0,75.0,101.0,82.0,78.0,102.0,92.0,99.0,95.0,91.0,73.0,78.0,112.0,80.0,71.0,102.0,96.0,108.0,105.0,147.0,138.0,150.0,110.0,,,,11.0,10.0,11.0,14.0,16.0,19.0,26.0,35.0,43.0,44.0,44.0,65.0,77.0,119.0,145.0,149.0,200.0,293.0,387.0,391.0,588.0,566.0,547.0,627.0,639.0,646.0,696.0,595.0,624.0,626.0,459.0,506.0,566.0,645.0,725.0,793.0,812.0,822.0,868.0,876.0,928.0,953.0,960.0,944.0,1001.0,925.0,985.0,893.0,842.0,826.0,870.0,882.0,783.0,870.0,913.0,842.0,823.0,901.0,555.0,584.3,541.5,523.3,579.7,584.6,516.4,455.804,in thousand metric tons,Sugar Output,Japan,JP,National,Mitchell,Annual Production
