ID,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,234.0,152.0,139.0,72.0,64.0,44.0,64.0,86.0,65.0,73.0,129.0,120.0,93.0,108.0,120.0,,,141.0,167.0,232.0,259.0,202.0,209.0,194.0,197.0,,,,188.0,181.0,144.0,97.0,113.0,137.0,126.0,144.0,166.0,210.0,271.0,302.0,283.0,353.0,422.0,369.0,388.0,406.0,364.0,323.0,324.0,320.0,336.0,363.0,354.0,357.0,458.0,430.0,412.0,407.0,420.0,421.0,423.0,350.5,321.0,273.0,280.0,305.0,287.0,317.0,350.0,237.0,256.5,241.0,263.0,224.0,194.0,192.0,164.0,170.0,170.0,167.0,151.0,139.0,101.0,51.0,75.0,111.0,80.0,106.0,110.0,110.0,85.845,78.604,83.349,66.81,43.405,16.425,0.522,0.5,0.5,0.5,in thousand metric tons,Sugar Output,Spain,ES,National,Mitchell,Annual Production
