ID,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Hydrochloric Acid_Annual Production_AU,,,,,,,,,,,,,2.7,2.7,2.8,2.5,3.7,3.7,2.6,3.7,3.7,1.9,4.1,3.1,3.5,2.4,2.0,1.9,1.8,2.0,2.4,2.4,2.7,3.3,3.7,3.9,3.7,3.8,4.4,4.4,4.6,5.5,6.9,8.0,36.0,38.0,43.0,47.0,41.0,47.0,43.0,47.0,48.0,50.0,55.0,63.0,59.0,55.0,61.0,59.0,58.0,54.0,62.0,68.0,,61.0,58.0,,62.0,59.0,59.0,59.0,59.0,59.0,thousand metric tons,Hydrochloric Acid,Australia,AU,National,Mitchell,Annual Production
