ID,1889,1899,1909,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_HN,,,,,,,,,,,57.0,58.0,58.0,61.0,62.0,63.0,65.0,67.0,68.0,70.0,71.0,73.0,75.0,77.0,78.0,80.0,83.0,84.0,86.0,88.0,91.0,94.0,96.0,99.0,102.0,105.0,108.0,113.0,116.0,105.0,105.0,108.0,111.0,115.0,119.0,125.0,123.0,128.0,131.0,135.0,137.0,156.0,167.0,167.0,162.0,169.0,176.0,182.0,175.0,180.0,190.0,192.0,202.0,202.0,277.0,209.0,279.0,281.0,244.0,247.0,269.0,283.0,299.0,300.0,305.0,373.0,396.0,380.0,424.0,444.0,529.0,524.0,605.0,563.0,571.0,594.0,1557.0,1679.0,1722.0,1762.0,751.751,774.128,796.506,703.902,739.351,in thousands of metric tons,Milk,Honduras,HN,National,Mitchell,Annual Production
