ID,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_BR,,,,,,,,,,,,,,,,,,,,,681.0,863.0,976.0,879.0,765.0,726.0,586.0,600.0,799.0,819.0,898.0,1108.0,1243.0,1277.0,1423.0,1426.0,1580.0,1742.0,1766.0,1456.0,1063.0,1076.0,1141.0,1181.0,1792.0,1905.0,1953.0,1857.0,2077.0,2061.0,2013.0,1982.0,2257.0,3139.0,,,,,,,,,,,7131.0,6553.0,6242.0,7502.0,,,,7360.0,7167.0,6605.0,7576.0,8441.0,7845.0,7969.0,9087.0,9132.0,10450.0,9723.0,11298.0,12157.0,12518.0,40825.0,21519.0,31897.0,30089.0,27824.0,28928.0,,25861.0,25980.0,27092.0,34002.0,33893.0,36445.0,42343.0,43849.0,54545.0,43509.0,45336.0,52556.0,67284.0,63559.0,66582.0,66453.0,62491.0,66954.0,67905.0,64576.0,76921.0,86633.0,92164.0,100176.0,100203.0,in thousands of hectolitres,Beer,Brazil,BR,National,Mitchell,Annual Production
