ID,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Crude Petroleum_Annual Production_RU,6.9,7.1,7.6,8.6,9.3,10.7,12.0,11.6,11.1,11.7,8.3,8.9,9.8,10.4,11.2,11.3,10.5,10.4,9.75,9.2,9.4,10.0,8.8,4.1,4.4,3.9,3.8,4.7,5.3,6.1,7.1,8.3,10.3,11.6,13.7,18.5,22.4,21.4,21.5,24.2,25.2,27.4,28.5,30.2,30.3,31.1,,,,,19.4,21.7,26.0,29.2,33.4,37.9,42.3,47.3,52.8,59.3,70.8,83.8,98.3,113.0,130.0,148.0,166.0,186.0,206.0,224.0,243.0,265.0,288.0,309.0,328.0,353.0,377.0,400.0,429.0,459.0,491.0,520.0,546.0,572.0,588.0,603.0,609.0,613.0,616.0,613.0,583.0,599.0,607.0,606.0,589.0,553.0,,399.0,353.0,316.0,305.0,299.0,304.0,308.0,304.0,322.0,346.0,378.0,404.842,440.086,449.177,457.756,468.174,469.47,in millions of metric tons,Crude Petroleum,Russia,RU,National,Mitchell,Annual Production
