ID,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_CO,,,,,,,,,,,,,,,,,,,,,,,,1740.0,,2007.0,1949.0,,1801.0,1780.0,2095.0,2085.0,2085.0,,1965.0,1829.0,1753.0,1785.0,1833.0,1860.0,1973.0,2020.0,2080.0,2070.0,2160.0,2250.0,2340.0,2450.0,2300.0,2027.0,2096.0,2276.0,2303.0,2360.0,2395.0,2165.0,2623.0,2570.0,2647.0,2858.0,2816.0,3017.0,3142.0,3155.0,3557.0,3500.0,4131.0,4214.0,4562.0,4768.0,5078.0,5332.0,5492.0,5712.0,5734.0,6148.0,6302.0,6554.0,6652.0,6700.0,6770.0,6817.27,6725.44,7431.48,7545.14,7500.0,in thousands of metric tons,Milk,Colombia,CO,National,Mitchell,Annual Production
