ID,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_LV,1295,859,546,638,653,645,715,721,953,945,997,1199,1364,1313,1285,1383,1414,in thousands of hectolitres,Beer,Latvia,LV,National,Mitchell,Annual Production
