ID,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_KE,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,7.0,9.0,5.0,5.0,6.0,9.0,13.0,16.0,16.0,,,,,,,,9.0,9.0,10.0,13.0,15.0,16.0,14.0,18.0,13.0,18.0,22.0,23.0,31.0,30.0,33.0,30.0,36.0,41.0,38.0,32.0,29.0,36.0,60.0,81.0,115.0,125.0,124.0,92.0,149.0,179.0,174.0,182.0,212.0,258.0,322.0,436.0,399.0,334.0,353.0,404.0,377.0,398.0,436.0,447.0,481.0,467.0,464.0,404.0,418.0,491.0,550.0,574.0,436.0,488.0,512.0,437.0,377.0,537.0,420.40600000000006,466.1,480.082,493.284,520.421,511.2,561.07,570.9590000000001,in thousand metric tons,Sugar Output,Kenya,KE,National,Mitchell,Annual Production
