ID,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_HR,709.0,602.0,600.0,593.0,621.0,622.0,635.0,631.0,607.0,655.0,696.0,662.0,684.0,728.0,848.717,859.258,825.679,817.8,760.0,in thousands of tons,Milk,Croatia,HR,National,Mitchell,Annual Production
