ID,1860,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sulphuric Acid_Annual Production_SE,,,,,,,,,,,,,,,,,,,,,,,,10.0,16.0,13.0,17.0,18.0,28.0,27.0,31.0,35.0,40.0,37.0,39.0,36.0,35.0,41.0,42.0,59.0,48.0,53.0,95.0,117.0,64.0,46.0,73.0,79.0,79.0,84.0,84.0,76.0,76.0,55.0,45.0,65.0,91.0,63.0,61.0,79.0,88.0,114.0,111.0,108.0,121.0,129.0,140.0,130.0,121.0,127.0,127.0,152.0,147.0,163.0,167.0,171.0,158.0,148.0,144.0,185.0,221.0,229.0,262.0,242.0,281.0,305.0,333.0,342.0,327.0,342.0,395.0,397.0,399.0,422.0,387.0,404.0,410.0,421.0,448.0,475.0,524.0,579.0,603.0,604.0,632.0,703.0,709.0,769.0,945.0,938.0,940.0,793.0,767.0,816.0,807.0,764.0,660.0,838.0,786.0,890.0,927.0,958.0,1014.0,992.0,962.0,902.0,855.0,928.0,,,487.0,507.0,572.0,566.0,383.0,415.0,359.0,363.0,255.0,391.0,thousand metric tons,Sulphuric Acid,Sweden,SE,National,Mitchell,Annual Production
