ID,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_UY,,,,,,,,,,,,,368.0,,,,,,406.0,,356.0,,,361.0,395.0,446.0,498.0,546.0,566.0,586.0,600.0,630.0,702.0,627.0,619.0,773.0,746.0,765.0,781.0,763.0,736.0,742.0,619.0,680.0,762.0,763.0,706.0,727.0,675.0,711.0,745.0,765.0,730.0,753.0,784.0,820.0,830.0,843.0,896.0,851.0,922.0,959.0,988.0,960.0,982.0,966.0,992.0,1073.0,1115.0,1190.0,1254.0,1302.0,1340.0,1468.0,1479.0,1422.0,1495.0,1490.0,1495.0,1500.0,1500.0,1620.0,1795.4,1701.3,1871.6,1820.75,in thousands of metric tons,Milk,Uruguay,UY,National,Mitchell,Annual Production
