ID,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_LT,1412,1426,1164,1353,1093,1139,1413,1559,1848,2105,2193,2683,2520,2782,2916,2958,2878,in thousands of hectolitres,Beer,Lithuania,LT,National,Mitchell,Annual Production
