ID,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,94.0,101.0,89.0,140.0,162.0,118.0,187.0,201.0,186.0,201.0,195.0,211.0,227.0,218.0,311.0,298.0,281.0,314.0,337.0,304.0,303.0,320.0,337.0,248.0,286.0,344.0,380.0,341.0,380.0,415.0,480.0,1079.0,1152.0,1335.0,1205.0,1533.0,1709.0,1931.0,2002.0,2094.0,2533.0,2932.0,3036.0,3226.0,2622.0,1965.0,1890.0,2440.0,2671.0,2994.0,3544.0,4188.0,4843.0,5524.0,6019.0,6946.0,7381.0,7656.0,7130.0,7188.0,7649.0,7441.0,7845.0,8363.0,8812.0,8936.0,9059.0,,in thousand hectolitres,Beer,Turkey,TR,National,Mitchell,Annual Production
