ID,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sulphuric Acid_Annual Production_NO,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,30.0,35.0,40.0,57.0,69.0,68.0,67.0,67.0,79.0,78.0,83.0,77.0,71.0,88.0,87.0,90.0,90.0,104.0,110.0,124.0,139.0,214.0,262.0,310.0,312.0,314.0,355.0,382.0,381.0,328.0,405.0,384.0,381.0,386.0,354.0,407.0,412.0,440.0,460.0,448.0,484.0,516.0,796.0,,,,615.0,,,,,,,,,,,,thousand metric tons,Sulphuric Acid,Norway,NO,National,Mitchell,Annual Production
