ID,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_MD,660.0,410.0,297.0,,,,,,,,,,,,,,,in thousands of hectolitres,Beer,Moldova,MD,National,Mitchell,Annual Production
