ID,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_RU,47.2,46.4,41.9,39.1,35.5,33.8,32.9,31.9,31.9,32.6,33.2,33.1,31.7,30.6,31.1862,31.914900000000003,32.1107,32.3258,31.8951,in million tons,Milk,Russia,RU,National,Mitchell,Annual Production
