ID,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_PK,,,,,,,,,33.0,40.0,45.0,54.0,73.0,87.0,84.0,96.0,114.0,118.0,172.0,187.0,157.0,136.0,211.0,316.0,257.0,314.0,525.0,555.0,429.0,541.0,670.0,482.0,400.0,441.0,607.0,490.0,677.0,764.0,942.0,670.0,686.0,970.0,1530.0,1200.0,1355.0,1450.0,1151.0,1425.0,1943.0,2011.0,2017.0,2100.0,2528.0,2601.0,3196.0,3116.0,2662.0,2635.0,3503.0,3709.0,2053.0,2720.0,3334.0,5205.58,5382.0,4724.41,4466.55,5474.16,6392.0,5004.54,4937.29,in thousand metric tons,Sugar Output,Pakistan,PK,National,Mitchell,Annual Production
