ID,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Zinc_Annual Production_PE,0.2,0.7,0.9,1.5,1.5,1.6,0.9,1.0,0.7,0.6,1.3,0.9,5.0,8.9,15.0,17.0,9.5,30.0,29.0,27.0,32.0,32.0,32.0,54.0,60.0,61.0,63.0,62.0,66.0,65.0,71.0,59.0,70.0,70.0,71.0,66.0,67.0,67.0,63.0,68.0,64.0,126.0,160.0,154.0,148.0,163.0,156.0,147.0,123.0,127.0,121.0,155.0,126.0,159.0,182.0,159.0,173.0,171.0,175.0,197.0,200.0,202.0,173.0,202.0,,,,,,thousand metric tons,Zinc,Peru,PE,National,Mitchell,Annual Production
