ID,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_NZ,193.0,194.0,184.0,200.0,213.0,208.0,216.0,222.0,219.0,224.0,245.0,261.0,273.0,285.0,310.0,324.0,326.0,343.0,354.0,354.0,378.0,411.0,425.0,418.0,427.0,433.0,456.5,484.0,494.0,522.0,519.0,483.0,608.0,683.0,711.0,646.0,625.0,542.0,643.5,599.0,586.0,578.0,581.0,589.0,557.0,459.0,403.0,392.0,437.0,507.0,586.0,681.0,778.0,788.0,834.0,887.0,922.0,1091.0,1150.0,1225.0,1353.0,1329.0,1552.0,1448.0,1541.0,1764.0,1858.0,1888.0,2065.0,2196.0,2273.0,2374.0,2269.0,2164.0,2450.0,2500.0,2632.0,2638.0,2711.0,2788.0,2930.0,3054.0,3097.0,3149.0,3353.0,3546.0,3615.0,3801.0,3809.0,3974.0,3804.0,3903.0,4059.0,3753.0,3783.0,3826.0,3755.0,3679.0,3839.0,3863.0,4062.0,4087.0,3925.0,3916.0,3890.0,3627.0,3593.0,3519.0,3568.0,3488.0,3435.0,3214.0,3206.0,3148.0,2980.0,3070.0,3093.0,3127.0,3060.0,3036.0,2909.0,2862.0,in thousand hectolitres,Beer,New Zealand,NZ,National,Mitchell,Annual Production
