ID,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_MK,928,861,952,725,620,622,600,578,652,661,618,657,680,716,695,670,695,in thousands of hectolitres,Beer,Macedonia,MK,National,Mitchell,Annual Production
