ID,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Artificial and Synthetic Fibers_Annual Production_AR,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.8,1.2,2.4,2.7,3.5,3.8,3.5,3.8,4.4,5.1,4.8,4.7,7.1,7.5,7.6000000000000005,7.6000000000000005,8.7,10.1,11.3,12.3,13.4,14.4,11.6,12.1,17.8,14.2,14.6,27.7,33.0,31.0,30.0,29.0,34.0,34.8,47.0,55.0,64.0,65.0,61.0,51.0,54.0,47.0,62.0,38.6,26.1,32.6,44.7,55.6,39.9,66.5,62.8,54.5,48.4,50.3,57.3,55.2,56.5,50.4,59.3,64.2,59.1,46.0,,,,,,thousand metric tons,Artificial and Synthetic Fibers,Argentina,AR,National,Mitchell,Annual Production
