ID,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_MD,1128.0,967.0,899.0,826.0,733.0,646.0,589.0,569.0,555.0,561.0,582.0,570.0,600.0,630.0,595.329,571.379,510.525,538.925,544.136,in thousands of tons,Milk,Moldova,MD,National,Mitchell,Annual Production
