ID,1910,1911,1912,1913,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Synthetic Filaments_Annual Production_DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,28.7,103.0,129.0,163.0,185.0,144.0,175.0,196.0,229.0,243.0,258.0,228.0,262.0,282.0,296.0,337.0,373.0,422.0,456.0,493.0,496.0,622.0,715.0,723.0,785.0,801.0,980.0,940.0,767.0,915.0,847.0,881.0,924.0,879.0,913.0,844.0,908.0,934.0,963.0,951.0,983.0,997.0,105.0,116.0,,,,thousand metric tons,Synthetic Filaments,West Germany,DD,National,Mitchell,Annual Production
