ID,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_TW,,,,,,,,,,,,,,,,,,41.0,49.0,27.0,35.0,55.0,35.0,46.0,50.0,76.0,64.0,66.0,122.0,204.0,270.0,176.0,72.0,151.0,209.0,321.0,458.0,344.0,292.0,211.0,241.0,353.0,355.0,452.0,480.0,500.0,411.0,580.0,789.0,811.0,797.0,989.0,634.0,647.0,966.0,902.0,1008.0,990.0,1527.0,1208.0,817.0,1100.0,1041.0,892.0,499.0,86.0,81.0,268.0,631.0,626.0,356.0,651.0,914.0,734.0,748.0,815.0,861.0,949.0,994.0,814.0,970.0,745.0,784.0,822.0,1070.0,1045.0,812.0,895.0,785.0,631.0,869.0,964.0,989.0,1054.0,1111.0,954.0,1205.0,1325.0,1062.0,1192.0,981.0,1131.0,881.0,891.0,852.0,871.0,728.0,739.0,796.0,663.0,558.0,454.0,567.0,457.0,449.0,451.0,455.0,442.0,507.0,516.0,,,,,,,,,,,,in thousand metric tons,Sugar Output,Taiwan,TW,National,Mitchell,Annual Production
