ID,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Silver_Annual Production_KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,22.0,31.0,39.0,59.0,76.0,88.0,81.0,,,96.0,88.0,80.0,,1.0,2.0,1.0,1.0,metric tons,Silver,Korea,KOR,National,Mitchell,Annual Production
