ID,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_MM,,,,,,18.0,36.0,18.0,12.0,3.0,5.0,15.0,23.0,27.0,18.0,18.0,30.0,44.0,42.0,42.0,47.0,61.0,67.0,54.0,71.0,64.0,71.0,72.0,62.0,60.0,88.0,93.0,98.0,76.0,68.0,72.0,80.0,32.0,39.0,40.0,43.0,50.0,46.0,43.0,62.0,69.0,61.0,62.0,40.0,31.0,36.0,21.0,58.0,53.0,48.0,42.0,46.0,55.0,51.0,43.0,75.0,125.0,100.0,680.43,719.49,707.3,803.89,967.73,990.059,971.543,971.543,in thousand metric tons,Sugar Output,Myanmar,MM,National,Mitchell,Annual Production
