ID,1899,1904,1909,1914,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sulphuric Acid_Annual Production_US,1068.0,1289.0,2045.0,2809.0,3830.0,,3015.0,,4521.0,,4831.0,,5059.0,,5857.0,,4198.0,,,,4436.0,,5469.0,3799.0,4350.0,5208.0,6142.0,7034.0,7658.0,8384.0,8638.0,8349.0,9779.0,10393.0,10371.0,11820.0,12131.0,12075.0,12703.0,13042.0,14746.0,14964.0,14932.0,14470.0,15974.0,16223.0,16191.0,17873.0,18993.0,20796.0,22540.0,25750.0,26141.0,25895.0,26795.0,26784.0,26340.0,28290.0,28613.0,29982.0,28290.0,30460.0,34771.0,37472.0,39186.0,40050.0,36953.0,30143.0,33975.0,37914.0,35964.0,32650.0,35612.0,38628.0,39282.0,40222.0,39432.0,40697.0,35693.0,11300.0,11500.0,10900.0,10700.0,10600.0,10400.0,9620.0,9530.0,8760.0,,thousands metric tons,Sulphuric Acid,United States of America,US,National,Mitchell,Annual Production
