ID,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_PK,,,,5815.0,5815.0,5821.0,5821.0,6135.0,,,,,6410.0,5938.0,5580.0,8232.0,10934.0,11166.0,11383.0,11624.0,11869.0,,,,,8424.0,8696.0,8990.0,7899.0,8044.0,8193.0,8348.0,8509.0,8660.0,8841.0,9014.0,9195.0,9462.0,9662.0,10242.0,10856.0,11508.0,12198.0,12900.0,13708.0,14533.0,15361.0,15652.0,17120.0,18006.0,19006.0,24636.0,25649.0,26714.0,25566.0,28355.0,29155.0,29999.0,27811.0,28624.0,29438.0,31214.0,32219.0,33256.0,34362.0,35491.0,in thousands of metric tons,Milk,Pakistan,PK,National,Mitchell,Annual Production
