ID,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Crude Petroleum_Annual Production_AU,190,334,432,967,1766,1762,1894,8494,15584,16075,19137,18956,19276,18975,19552,20160,19781,19755,18349,18034,17655,20586,24579,25282,25128,25056,22540,25465,25432,25007,21836,20262,21615,19551,19508,19360,24984,34463,35673,33811,26628,23289,20644,19348,21559,20506,in thousand metric tons,Crude Petroleum,Australia,AU,National,Mitchell,Annual Production
