ID,1889,1899,1909,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_CR,,,,,,,,,,,,,,,,,,,,,,,,,363.0,356.0,345.0,337.0,,,,,,,,179.0,116.0,119.0,144.0,95.0,123.0,76.0,,,,,127.0,149.0,163.0,160.0,150.0,157.0,178.0,186.0,194.0,202.0,219.0,210.0,248.0,259.0,261.0,279.0,294.0,316.0,318.0,308.0,302.0,325.0,347.0,376.0,414.0,410.0,415.0,418.0,464.0,469.0,524.0,552.0,556.0,583.0,559.0,596.0,654.0,707.0,722.0,737.0,762.0,786.0,790.0,790.0,823.8,864.295,889.958,911.743,950.726,in thousands of metric tons,Milk,Costa Rica,CR,National,Mitchell,Annual Production
