ID,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_HN,,,,,,,,,,,,,,,,2,10,21,24,18,15,12,8,5,1,,,,,,--,--,1,1,1,1,1,1,1,2,3,5,16.5,30,31,26,27,30,32,32,36,,41,48,48,51,59,68,86,98,81,92,71,97,155,85,86,107,125,165,191,198,218,210,218,219,230,190,172,190,185,177,182,191,185,215,240,251,277,190,320,316,320,300,546.585,562.545,557,608.091,608.091,689.534,781.892,in thousand metric tons,Sugar Output,Honduras,HN,National,Mitchell,Annual Production
