ID,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Zinc_Annual Production_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,1.4,1.4,1.5,1.6,1.9,1.8,2.9,3.4,3.9,4.9,6.3,7.1,8.7,12.0,15.0,15.0,14.0,18.0,19.0,23.0,27.0,31.0,33.0,35.0,37.0,39.0,46.0,51.0,53.0,58.0,73.0,79.0,72.0,68.0,81.0,74.0,91.0,105.0,117.0,112.0,128.0,142.0,144.0,169.0,185.0,204.0,250.0,212.0,276.0,307.0,328.0,392.0,395.0,397.0,543.0,723.0,727.0,594.0,541.0,548.0,266.0,467.0,612.0,611.0,662.0,713.0,690.0,712.0,727.0,568.0,358.0,252.0,388.0,416.0,499.0,592.0,656.0,513.0,632.0,814.0,1004.0,1109.0,1189.0,1102.0,1021.0,934.0,1010.0,1010.0,955.0,1061.0,1085.0,1102.0,1098.0,975.0,1150.0,1147.0,1134.0,918.0,975.0,966.0,984.0,1036.0,1053.0,1136.0,1223.0,1257.0,1142.0,1248.0,1285.0,1104.0,1021.0,926.0,977.0,693.0,449.0,515.0,454.0,442.0,525.0,369.0,397.0,302.0,305.0,331.0,334.0,316.0,344.0,329.0,361.0,359.0,381.0,400.0,382.0,356.0,363.0,366.0,366.0,368.0,372.0,371.0,311.0,295.0,303.0,0.0,0.0,0.0,0.0,0.0,thousands metric tons,Zinc,United States of America,US,National,Mitchell,Annual Production
