ID,1910,1911,1912,1913,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Synthetic Filaments_Annual Production_BE,,,,1.4,,,,3.0,3.5,4.0,5.0,6.0,7.5,6.6,6.1,5.8,4.4,4.3,5.1,5.9,6.3,6.6,7.8,5.8,6.8,6.2,9.4,8.6,12.3,6.1,5.0,20.3,20.9,21.6,19.0,23.1,30.2,19.4,28.4,32.2,33.1,34.4,36.7,28.8,30.9,34.0,37.0,40.3,42.1,45.6,49.3,55.7,57.2,57.9,57.7,57.4,56.9,54.5,54.5,49.5,23.1,49.2,45.2,58.2,64.3,126.0,120.0,100.0,89.0,86.0,100.0,107.0,142.0,111.0,132.0,119.0,125.0,113.0,61.0,thousand metric tons,Synthetic Filaments,Belgium,BE,National,Mitchell,Annual Production
