ID,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_NP,,,,,,,,,,,,,,,,,,,,,,560.0,571.0,586.0,606.0,611.0,627.0,642.0,657.0,670.0,705.0,695.0,705.0,714.0,721.0,737.0,728.0,766.0,778.0,785.0,778.0,805.0,818.0,1102.0,898.0,923.0,924.0,932.0,942.0,985.0,1008.0,1029.0,1081.0,1118.0,1145.0,1170.0,1200.0,1236.0,1274.737,1310.053,1354.455,1393.581,1432.809,1471.769,1531.287,1584.293,in thousands of metric tons,Milk,Nepal,NP,National,Mitchell,Annual Production
