ID,1910,1911,1912,1913,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Synthetic Filaments_Annual Production_CH,,,,0.1,,,,0.9,1.7,1.5,2.4,3.3,4.1,4.5,4.6,4.6,4.6,4.0,4.2,4.6,3.7,5.0,5.5,5.5,5.5,5.5,8.4,15.6,17.7,18.2,16.4,16.7,17.0,17.5,16.8,17.3,18.8,19.1,22.6,22.7,24.7,25.6,25.5,23.4,26.0,29.0,29.9,33.4,38.3,41.3,47.5,46.0,51.8,58.0,58.9,60.4,70.1,79.8,80.8,75.6,69.2,81.1,82.4,87.3,92.4,86.2,85.0,80.4,86.0,98.0,100.0,93.0,88.0,96.0,99.0,82.0,,,,thousand metric tons,Synthetic Filaments,Switzerland,CH,National,Mitchell,Annual Production
