ID,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Hydrochloric Acid_Annual Production_EG,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.6,0.7,0.7,0.8,0.8,0.7,0.8,0.8,3.0,10.0,6.5,4.0,5.1,6.4,7.0,7.6,3.4,2.6,3.2,2.1,2.2,2.3,2.2,3.4,3.1,3.3,4.2,5.6,6.0,6.7,7.4,8.8,9.3,10.0,11.0,11.0,10.0,12.0,13.0,14.0,15.0,14.0,15.0,6.0,9.0,9.0,9.0,8.0,,,,thousand metric tons,Hydrochloric Acid,Egypt,EG,National,Mitchell,Annual Production
