ID,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Nickel_Annual Production_CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,11.0,11.0,11.0,13.0,14.0,18.0,26.0,29.0,30.0,27.0,34.0,33.0,30.0,33.0,33.0,37.0,42.0,44.0,47.0,49.0,50.0,51.0,52.0,55.0,61.0,64.0,,,,,thousand metric tons,Nickel,China,CN,National,Mitchell,Annual Production
