ID,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Synthetic Filaments_Annual Production_ZA,,,,,,,,,,,,,,,,1.0,3.0,4.0,6.0,12.0,14.0,18.0,20.0,26.0,30.0,26.0,25.0,40.0,39.0,46.0,52.0,53.0,53.0,59.0,61.0,76.0,80.0,84.0,90.0,96.0,93.0,90.0,90.0,87.0,94.0,,,,,,thousand metric tons,Synthetic Filaments,South Africa,ZA,National,Mitchell,Annual Production
