ID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Crude Petroleum_Annual Production_NO,,,,,,,,,,,,,,,,,,,,,,0.3,1.6,1.6,1.7,9.2,13.8,13.6,17.0,18.8,24.5,23.4,24.5,30.5,34.7,38.3,42.5,49.5,56.6,72.6,79.6,91.4,104.4,111.8,125.0,134.0,153.0,152.0,156.0,150.0,162.0,164.0,162.0,147.011,136.733,124.435,114.725,110.658,106.036,in millions of metric tons,Crude Petroleum,Norway,NO,National,Mitchell,Annual Production
