ID,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_DD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8555.0,11316.0,13861.0,15171.0,15812.0,16741.0,17054.0,16907.0,17007.0,17320.5,17977.0,18497.0,19250.0,19934.0,20307.0,20714.0,20841.0,21183.0,21322.0,21717.0,22121.0,22216.0,21856.0,21165.0,21490.0,21265.0,21508.0,21604.0,22165.0,22523.0,23296.0,23907.0,24779.0,24858.0,24565.0,25465.0,26151.0,25674.0,26350.0,24436.0,23974.0,24243.0,23725.0,in thousands of tons,Milk,West Germany,DD,National,Mitchell,Annual Production
