ID,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Nickel_Annual Production_AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,4.7,11.0,30.0,35.0,35.0,40.0,46.0,76.0,82.0,86.0,82.0,75.0,64.0,73.0,81.0,83.0,76.0,82.0,81.0,75.0,72.0,63.0,66.0,69.0,58.0,65.0,66.0,98.0,105.0,115.0,134.0,130.0,141.0,197.0,207.0,183.0,185.0,,,,,thousand metric tons,Nickel,Australia,AU,National,Mitchell,Annual Production
