ID,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Gold_Annual Production_CN,,,,,,,,,,,,,,,,,,6.7,11.7,,12.9,,,9.9,9.9,,,4.5,,,,,,,,,5.5,5.0,5.5,5.4,5.5,6.2,4.7,5.4,5.4,5.0,3.9,3.1,3.1,2.8,3.3,3.3,3.4,3.1,,2.9,4.0,5.1,6.4,3.9,4.4,6.4,8.3,8.6,10.1,10.7,11.1,11.3,10.8,3.3,,,,,0.5,0.6,0.9,1.0,1.0,0.8,0.7,0.9,1.0,0.6,0.7,0.4,0.5,0.5,0.7,1.0,0.5,1.0,1.8,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.5,3.1,4.7,6.2,7.0,52.9,56.0,57.5,59.1,59.1,66.0,72.0,78.0,90.0,100.0,120.0,140.0,160.0,132.0,140.0,145.0,175.0,178.0,173.0,180.0,185.0,192.0,202.0,215.0,,,,,metric tons,Gold,China,CN,National,Mitchell,Annual Production
