ID,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_KG,900.0,800.0,872.0,864.0,885.0,893.0,959.0,1041.0,1079.0,1110.0,1140.0,1159.0,1133.0,1140.0,1169.06,1197.47,1231.21,1273.54,1317.3,in thousands of tons,Milk,Kyrgistan,KG,National,Mitchell,Annual Production
