ID,1827,1828,1831,1832,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_PH,,,,,,,,,,,,,,23.0,29.0,29.0,26.0,36.0,45.0,36.0,48.0,37.0,27.0,57.0,50.0,46.0,62.0,52.0,46.0,47.0,42.0,56.0,75.0,68.0,79.0,88.0,97.0,85.0,102.0,128.0,130.0,123.0,122.0,132.0,181.0,209.0,150.0,197.0,122.0,204.0,185.0,172.0,161.0,228.0,145.0,138.0,253.0,261.0,211.0,341.0,233.0,205.0,181.0,94.0,75.0,56.0,68.0,112.0,75.0,114.0,126.0,120.0,152.0,112.0,128.0,149.0,186.0,313.0,370.0,382.0,374.0,386.0,431.0,411.0,424.0,552.0,484.0,431.0,482.0,708.0,551.0,697.0,733.0,818.0,890.0,869.0,1065.0,1218.0,1470.0,649.0,897.0,1020.0,959.0,848.0,977.0,968.0,454.0,,,47.0,197.0,391.0,692.0,654.0,884.0,1020.0,1087.0,1352.0,1333.0,1197.0,1037.0,1340.0,1449.0,1465.0,1379.0,1506.0,1601.0,1731.0,1621.0,1460.0,1622.0,1660.0,1662.0,1987.0,1983.0,2113.0,1919.0,2305.0,2597.0,2463.0,2577.0,2746.0,2400.0,2381.0,2369.0,2415.0,2547.0,2558.0,2355.0,1736.0,1464.0,1323.0,1352.0,1645.0,1810.0,1919.0,2061.0,2058.0,2098.0,1562.0,1895.0,1954.0,1549.0,1913.0,1826.0,1895.0,1988.0,3100.0,3350.0,3140.0,3155.0,3200.0,3400.0,3250.0,3400.0,in thousand metric tons,Sugar Output,Philippines,PH,National,Mitchell,Annual Production
