ID,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Silver_Annual Production_MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,3.2,2.9,3.9,7.3,8.8,28.6,49.2,61.2,67.3,89.3,112.0,132.0,151.0,165.0,151.0,159.0,187.0,231.0,226.0,219.0,183.0,187.0,188.0,180.0,181.0,185.0,192.0,184.0,192.0,188.0,185.0,38.0,,,,,,14.0,2.0,,9.0,5.0,21.0,40.0,48.0,47.0,48.0,61.0,64.0,47.0,54.0,60.0,56.5,43.0,41.0,37.0,31.0,25.0,28.0,19.0,21.0,19.0,26.0,23.0,23.0,22.0,25.0,25.0,31.0,30.0,14.0,16.0,17.0,16.0,16.0,11.0,8.0,9.0,6.0,7.0,5.0,5.0,5.0,6.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,,,,,metric tons,Silver,Myanmar,MM,National,Mitchell,Annual Production
