ID,1889,1899,1909,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_GT,,,,,,,,,,,,,,,121.0,92.0,186.0,193.0,142.0,143.0,182.0,608.0,468.0,415.0,418.0,435.0,497.0,,,,,,,,206.0,,175.0,175.0,89.0,92.0,92.0,93.0,128.0,127.0,144.0,126.0,183.0,209.0,199.0,213.0,208.0,231.0,234.0,253.0,262.0,270.0,280.0,290.0,300.0,310.0,320.0,314.0,310.0,315.0,320.0,325.0,319.0,320.0,360.0,370.0,364.0,366.0,252.0,249.0,251.0,254.0,251.0,258.0,291.0,306.0,321.0,320.0,290.0,258.0,260.0,270.0,270.0,270.0,270.0,270.0,336.4,338.2,338.0,340.0,354.6,in thousands of metric tons,Milk,Guatemala,GT,National,Mitchell,Annual Production
